Date,Open,High,Low,Close,Volume
09/23/2026,"760.60","760.60","760.60","760.60","66,834"
09/22/2026,"760.60","760.60","760.60","760.60","435,059"
09/21/2026,"760.60","760.60","760.60","760.60","125,061"
09/18/2026,"760.60","760.60","760.60","760.60","667,835"
09/17/2026,"760.60","760.60","760.60","760.60","125,324"
09/16/2026,"760.60","760.60","760.60","760.60","202,940"
09/15/2026,"760.60","760.60","760.60","760.60","130,999"
09/14/2026,"760.60","760.60","760.60","760.60","85,671"
09/11/2026,"760.60","760.60","760.60","760.60","50,367"
09/10/2026,"760.60","760.60","760.60","760.60","78,943"
09/09/2026,"760.60","760.60","760.60","760.60","174,712"
09/08/2026,"760.60","760.60","760.60","760.60","562,920"
09/07/2026,"760.60","760.60","760.60","760.60","97,785"
09/04/2026,"760.60","760.60","760.60","760.60","84,216"
09/03/2026,"760.60","760.60","760.60","760.60","56,233"
09/02/2026,"760.60","760.60","760.60","760.60","73,388"
09/01/2026,"760.60","760.60","760.60","760.60","88,273"
08/31/2026,"760.60","760.60","760.60","760.60","100,277"
08/28/2026,"760.60","760.60","760.60","760.60","96,323"
08/27/2026,"760.60","760.60","760.60","760.60","82,902"
08/26/2026,"760.60","760.60","760.60","760.60","83,358"
08/24/2026,"760.60","760.60","760.60","760.60","205,462"
